TV_ID,Dialogue_ID,Utterance_ID,Speaker,Gender,Age,Neuroticism,Extraversion,Openness,Agreeableness,Conscientiousness,Scene,FacePosition_LU,FacePosition_RD,Sentiment,Emotion,DA,Utterance
27,27_038,27_038_000,陈美嘉,female,young,high,high,low,high,low,home,0_0,0_0,negative,anger,question,泼妇骂谁
37,37_156,37_156_007,刘梅,female,middle-aged,high,high,low,high,high,school,0_0,0_0,negative,anger,question,拉什么去
30,30_003,30_003_007,曾小贤,male,young,high,high,low,high,low,outdoor,386_25,565_273,negative,anger,reject,我才不会为了80块钱相信你的血光之灾
36,36_115,36_115_011,刘梅,female,middle-aged,high,high,low,high,high,home,0_0,0_0,negative,anger,question,你又管姥姥要钱了你
31,31_126,31_126_012,陈美嘉,female,young,high,high,low,high,low,other-venue,405_92,481_185,negative,anger,question,成全你们
30,30_232,30_232_000,曾小贤,male,young,high,high,low,high,low,entertainment-venue,0_0,0_0,negative,anger,statement-non-opinion,吕子乔
31,31_114,31_114_006,吕子乔,male,young,low,high,high,high,low,home,357_88,453_218,negative,anger,statement-non-opinion,改行做地产销售了
28,28_204,28_204_003,曾小贤,male,young,high,high,low,high,low,home,468_33,641_308,negative,anger,statement-opinion,我们爱情公寓都是一群没见过世面的哈妹
37,37_034,37_034_018,刘梅,female,middle-aged,high,high,low,high,high,home,326_49,503_300,negative,anger,question,还刷什么刷
36,36_080,36_080_003,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,290_38,520_263,negative,anger,statement-opinion,除非是月亮撞地球
28,28_075,28_075_002,胡一菲,female,young,low,high,low,low,high,outdoor,0_0,0_0,negative,anger,statement-non-opinion,有一个主持人
29,29_109,29_109_009,吕子乔,male,young,low,high,high,high,low,home,435_34,609_243,negative,anger,statement-non-opinion,正面你跳
30,30_039,30_039_007,胡一菲,female,young,low,high,low,low,high,school,0_0,0_0,negative,anger,statement-non-opinion,有功夫在这哭
28,28_279,28_279_003,曾小贤,male,young,high,high,low,high,low,other-venue,391_27,662_328,negative,anger,statement-non-opinion,算你狠
37,37_147,37_147_017,刘梅,female,middle-aged,high,high,low,high,high,home,0_0,0_0,negative,anger,question,我们要看不见
27,27_533,27_533_000,陈美嘉,female,young,high,high,low,high,low,home,0_0,0_0,negative,anger,statement-opinion,吕子乔 你，你太过分了
34,34_355,34_355_017,邓小可母亲,female,elderly,high,high,low,high,high,home,333_75,488_240,negative,anger,question,那是他骗你是吧
30,30_012,30_012_005,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,entertainment-venue,154_45,318_223,negative,anger,statement-non-opinion,我是有执照的
27,27_082,27_082_002,陈美嘉,female,young,high,high,low,high,low,home,262_39,563_348,negative,anger,statement-non-opinion,我还要伺候你个少爷冲马桶
31,31_033,31_033_006,诸葛大力,female,young,low,low,high,low,high,school,493_148,577_235,negative,anger,statement-non-opinion,那是我邮箱的自动回复
31,31_066,31_066_001,胡一菲,female,young,low,high,low,low,high,home,415_86,500_203,negative,anger,statement-non-opinion,楼下都投诉了
27,27_183,27_183_007,陈美嘉,female,young,high,high,low,high,low,home,471_88,667_278,negative,anger,statement-non-opinion,246是我的
27,27_057,27_057_004,曾小贤,male,young,high,high,low,high,low,home,253_36,374_168,negative,anger,statement-opinion,绿帽子
34,34_203,34_203_018,魏山山,female,young,low,low,high,high,high,outdoor,236_160,304_243,negative,anger,question,搞清楚我干嘛呀
37,37_021,37_021_018,刘梅,female,middle-aged,high,high,low,high,high,home,194_69,316_220,negative,anger,statement-opinion,我正式通知你这事就这么定了
29,29_130,29_130_007,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,entertainment-venue,94_22,261_199,negative,anger,statement-non-opinion,我早就该想到 我当初怎么会相信他
34,34_203,34_203_019,魏山山,female,young,low,low,high,high,high,outdoor,147_144,222_245,negative,anger,question,你到底想干嘛呀
35,35_074,35_074_006,刘梅,female,middle-aged,high,high,low,high,high,home,0_0,0_0,negative,anger,question,幸灾乐祸是不是
36,36_146,36_146_000,刘梅,female,middle-aged,high,high,low,high,high,home,248_40,404_199,negative,anger,question,怎么就不能轮上我
29,29_258,29_258_004,关谷神奇,male,young,high,low,high,high,high,other-venue,205_27,420_268,negative,anger,statement-non-opinion,听着
31,31_023,31_023_004,吕子乔,male,young,low,high,high,high,low,home,355_51,438_170,negative,anger,question,毁我面试干嘛
37,37_089,37_089_006,刘星,male,teenager,high,high,high,high,low,home,283_38,455_245,negative,anger,statement-non-opinion,我告诉你我头悬梁锥刺股
37,37_023,37_023_008,刘梅,female,middle-aged,high,high,low,high,high,home,228_37,317_164,negative,anger,statement-opinion,不许装 给我好好弹
37,37_038,37_038_010,刘梅,female,middle-aged,high,high,low,high,high,home,319_60,489_304,negative,anger,statement-opinion,让我添堵
36,36_058,36_058_003,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,247_26,477_274,negative,anger,question,刘星就吃得消
28,28_068,28_068_010,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,entertainment-venue,175_26,386_283,negative,anger,statement-opinion,不要自找麻烦
28,28_020,28_020_008,吕子乔,male,young,low,high,high,high,low,home,344_19,526_265,negative,anger,question,你能不能帮我跟羽墨撮合一下
27,27_408,27_408_004,胡一菲,female,young,low,high,low,low,high,home,500_96,684_289,negative,anger,statement-opinion,你要是没带来你就死定了
37,37_041,37_041_017,刘梅,female,middle-aged,high,high,low,high,high,home,154_74,323_273,negative,anger,statement-opinion,你什么也别管
30,30_107,30_107_005,吕子乔,male,young,low,high,high,high,low,restaurant,221_23,411_284,negative,anger,statement-non-opinion,你知不知道就在刚才你一个同学 活生生要回去500块礼金
28,28_013,28_013_002,胡一菲,female,young,low,high,low,low,high,home,264_56,418_287,negative,anger,statement-opinion,那你纯属找死了
28,28_155,28_155_007,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,restaurant,463_57,663_300,negative,anger,statement-non-opinion,他非要我向他求婚
27,27_252,27_252_000,陆展博,female,young,high,low,high,high,high,home,419_21,636_227,negative,anger,question,谁说我不擅长社交的
37,37_154,37_154_007,刘梅,female,middle-aged,high,high,low,high,high,home,258_50,434_264,negative,anger,statement-non-opinion,您家孩子第几
37,37_041,37_041_009,刘梅,female,middle-aged,high,high,low,high,high,home,237_41,400_266,negative,anger,statement-non-opinion,我干这行多少年了
30,30_196,30_196_000,关谷神奇,male,young,high,low,high,high,high,home,0_0,0_0,negative,anger,statement-opinion,开玩笑
29,29_056,29_056_007,陈美嘉,female,young,high,high,low,high,low,home,373_23,545_233,negative,anger,command,你把毛巾留下
28,28_004,28_004_005,胡一菲,female,young,low,high,low,low,high,home,511_11,593_131,negative,anger,statement-opinion,一个农村姑娘来到城里又没文化
27,27_011,27_011_003,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,0_0,0_0,negative,anger,question,不是你说让我砸墙了吗
36,36_024,36_024_004,夏雪,female,teenager,high,low,high,low,high,home,0_0,0_0,negative,anger,statement-non-opinion,你赔我一新的吧
29,29_011,29_011_006,曾小贤,male,young,high,high,low,high,low,home,480_25,572_121,negative,anger,question,博士论文
37,37_037,37_037_002,刘梅,female,middle-aged,high,high,low,high,high,home,338_37,507_299,negative,anger,statement-opinion,我就添堵
27,27_084,27_084_002,曾小贤,male,young,high,high,low,high,low,home,311_30,550_241,negative,anger,statement-opinion,他们就会告诉你ADD OCb n double a CPA BC d根本听不懂的专有名词
34,34_181,34_181_011,沈画,female,young,high,high,low,high,high,home,0_0,0_0,negative,anger,question,我什么我呀 化妆品退不了是吧
27,27_466,27_466_011,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,entertainment-venue,135_90,324_309,negative,anger,conventional-closing,我今天不想讨论这个问题了
36,36_079,36_079_010,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,0_0,0_0,negative,anger,question,幸灾乐祸是不是你
29,29_371,29_371_006,吕子乔,male,young,low,high,high,high,low,outdoor,214_16,394_211,negative,anger,statement-non-opinion,让大家警惕色狼重则报警
27,27_146,27_146_003,吕子乔,male,young,low,high,high,high,low,home,322_24,491_219,negative,anger,question,你没看见我在打电话了吗
28,28_004,28_004_006,胡一菲,female,young,low,high,low,low,high,home,525_27,610_148,negative,anger,statement-opinion,看见子乔就以为是纯爷们
36,36_124,36_124_001,刘梅,female,middle-aged,high,high,low,high,high,home,0_0,0_0,negative,anger,question,你跟姥姥怎么说的
27,27_018,27_018_009,曾小贤,male,young,high,high,low,high,low,home,244_35,567_381,negative,anger,statement-opinion,中国传统 天经地义
36,36_002,36_002_002,刘梅,female,middle-aged,high,high,low,high,high,home,323_55,483_260,negative,anger,question,还吃个什么劲
28,28_212,28_212_006,唐悠悠,female,young,high,high,high,high,high,home,426_48,562_236,negative,astonished,statement-non-opinion,后来这个印度人去了美国
29,29_182,29_182_002,林宛瑜,female,young,low,high,high,high,high,restaurant,189_37,384_244,negative,astonished,question,这是什么
31,31_082,31_082_001,吕子乔,male,young,low,high,high,high,low,home,391_69,471_182,negative,astonished,question,你哪来的私房钱
29,29_244,29_244_002,胡一菲,female,young,low,high,low,low,high,car,473_59,688_292,negative,astonished,question,我们现在怎么办
31,31_035,31_035_006,赵海棠,male,young,low,high,high,high,high,home,451_97,532_196,negative,astonished,question,孩子
28,28_035,28_035_000,曾小贤,male,young,high,high,low,high,low,office,330_16,546_297,negative,astonished,statement-opinion,这个可能是某种暗语
28,28_093,28_093_000,唐悠悠,female,young,high,high,high,high,high,home,469_52,579_196,negative,astonished,question,什么盒
27,27_119,27_119_003,曾小贤,male,young,high,high,low,high,low,home,197_23,409_256,negative,astonished,question,你身上什么味道 这么臭啊
30,30_081,30_081_000,唐悠悠,female,young,high,high,high,high,high,home,473_35,596_156,negative,astonished,disagreement,不行美嘉是个孕妇
37,37_144,37_144_003,夏东海,male,middle-aged,low,high,high,high,high,outdoor,250_47,451_279,negative,astonished,statement-non-opinion,说刘星请了两天假不上课
30,30_155,30_155_004,吕子乔,male,young,low,high,high,high,low,entertainment-venue,359_21,612_344,negative,astonished,question,你不会真是童姥吧
35,35_193,35_193_000,夏雪,female,teenager,high,low,high,low,high,home,0_0,0_0,negative,astonished,disagreement,开玩笑
30,30_119,30_119_004,吕子乔,male,young,low,high,high,high,low,entertainment-venue,425_43,612_311,negative,astonished,question,强迫症 我 你想多了
27,27_103,27_103_001,关谷神奇,male,young,high,low,high,high,high,home,211_65,436_344,negative,astonished,statement-opinion,不
29,29_087,29_087_007,曾小贤,male,young,high,high,low,high,low,entertainment-venue,416_254,417_257,negative,astonished,question,怎么可能 说好挂三天的
29,29_227,29_227_002,胡一菲,female,young,low,high,low,low,high,home,272_35,439_269,negative,astonished,statement-non-opinion,结婚 他戒指都没带啊
35,35_115,35_115_003,夏雪,female,teenager,high,low,high,low,high,home,249_59,421_268,negative,astonished,question,这是怎么回事
27,27_454,27_454_000,吕子乔,male,young,low,high,high,high,low,home,208_61,370_235,negative,astonished,statement-opinion,这个预约本来就是找备胎
28,28_222,28_222_002,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,entertainment-venue,183_22,336_234,negative,astonished,question,你说什么
29,29_406,29_406_003,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,0_0,0_0,negative,astonished,statement-non-opinion,可一小时前她还跟我吃饭呢
28,28_212,28_212_013,曾小贤,male,young,high,high,low,high,low,home,156_23,294_196,negative,astonished,question,怎么个混乱法
29,29_260,29_260_004,吕子乔,male,young,low,high,high,high,low,other-venue,168_24,393_298,negative,astonished,question,靠这也可以
34,34_329,34_329_000,邓小可母亲,female,elderly,high,high,low,high,high,home,342_112,517_312,negative,astonished,question,嫌我唠叨了
27,27_483,27_483_002,曾小贤,male,young,high,high,low,high,low,entertainment-venue,469_13,734_243,negative,astonished,question,林宛瑜
37,37_212,37_212_000,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,267_53,459_279,negative,astonished,question,你叫刘星
27,27_139,27_139_004,关谷神奇,male,young,high,low,high,high,high,entertainment-venue,527_1,775_159,negative,astonished,statement-opinion,怎么会 你一直都做得很好
36,36_092,36_092_003,刘星,male,teenager,high,high,high,high,low,home,340_35,501_235,negative,astonished,question,你要抱着这破石头睡觉
30,30_183,30_183_009,张伟,male,young,low,low,low,high,high,home,265_33,433_280,negative,astonished,question,他们都在耍我
30,30_214,30_214_005,张伟,male,young,low,low,low,high,high,home,228_34,374_225,negative,astonished,statement-opinion,我只是随便地推理一下
30,30_131,30_131_000,吕子乔,male,young,low,high,high,high,low,entertainment-venue,195_47,371_285,negative,astonished,question,你又是从哪听来的
29,29_175,29_175_001,关谷神奇,male,young,high,low,high,high,high,home,186_25,427_266,negative,astonished,question,你把MTV发掉干嘛
27,27_163,27_163_004,陆展博,female,young,high,low,high,high,high,home,0_0,0_0,negative,astonished,statement-opinion,去偷啊
35,35_041,35_041_004,胡一统,male,middle-aged,high,high,low,low,low,home,272_11,454_226,negative,astonished,question,这么热闹
30,30_117,30_117_018,胡一菲,female,young,low,high,low,low,high,home,0_0,0_0,negative,astonished,question,你又要干嘛
36,36_009,36_009_012,刘梅,female,middle-aged,high,high,low,high,high,home,263_44,469_268,negative,astonished,question,我什么做的
28,28_277,28_277_010,胡一菲,female,young,low,high,low,low,high,home,266_40,388_197,negative,astonished,statement-non-opinion,张伟
28,28_027,28_027_000,吕子乔,male,young,low,high,high,high,low,home,0_0,0_0,negative,astonished,question,这有什么稀奇的
28,28_004,28_004_000,关谷神奇,male,young,high,low,high,high,high,home,407_118,480_219,negative,astonished,question,真的吗
29,29_436,29_436_000,唐悠悠,female,young,high,high,high,high,high,home,182_39,398_286,negative,astonished,question,收费
27,27_359,27_359_024,胡一菲,female,young,low,high,low,low,high,other-venue,257_40,417_268,negative,astonished,question,你是说光着脚可以同时在腿上和头上套300个呼啦圈的梅花姐姐
29,29_324,29_324_005,曾小贤,male,young,high,high,low,high,low,car,459_124,597_269,negative,astonished,statement-non-opinion,你别开玩笑
36,36_098,36_098_002,夏东海,male,middle-aged,low,high,high,high,high,home,489_95,536_150,negative,astonished,statement-opinion,不可能
30,30_018,30_018_002,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,0_0,0_0,negative,astonished,question,你这是干嘛
28,28_224,28_224_001,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,entertainment-venue,241_39,403_257,negative,astonished,statement-opinion,没想到你是这么轻浮草率的一个人
34,34_000,34_000_004,邓小可,female,young,low,high,high,high,high,restaurant,0_0,0_0,negative,astonished,question,谁这么说我呀
31,31_143,31_143_000,胡一菲,female,young,low,high,low,low,high,other-venue,290_76,376_200,negative,astonished,question,回老家？
29,29_339,29_339_002,关谷神奇,male,young,high,low,high,high,high,home,408_108,556_290,negative,astonished,question,汇丰也有信用卡了
31,31_149,31_149_003,吕子乔,male,young,low,high,high,high,low,sports-venue,265_63,331_160,negative,astonished,question,我还是个家暴男
34,34_218,34_218_008,沈画,female,young,high,high,low,high,high,restaurant,0_0,0_0,negative,astonished,question,为什么呀
30,30_073,30_073_015,胡一菲,female,young,low,high,low,low,high,other-venue,224_32,391_258,negative,astonished,statement-opinion,太邪门了
29,29_002,29_002_000,曾小贤,male,young,high,high,low,high,low,other-venue,0_0,0_0,negative,astonished,question,在这儿
27,27_070,27_070_007,关谷神奇,male,young,high,low,high,high,high,home,244_29,463_342,negative,astonished,acknowledge,哦 南极下了冻雨
37,37_130,37_130_003,刘梅,female,middle-aged,high,high,low,high,high,outdoor,475_52,668_292,negative,astonished,question,我有什么值得你同情的呀
31,31_071,31_071_006,吕子乔,male,young,low,high,high,high,low,home,0_0,0_0,negative,astonished,question,大娃
31,31_109,31_109_007,陈美嘉,female,young,high,high,low,high,low,home,0_0,0_0,negative,astonished,statement-non-opinion,动了
27,27_129,27_129_010,丽萨,female,young,low,low,low,low,high,home,393_63,590_299,negative,astonished,question,粉红玛丽
27,27_111,27_111_007,陈美嘉,female,young,high,high,low,high,low,home,190_45,412_302,negative,astonished,question,你哪来这么多标签
28,28_173,28_173_003,唐悠悠,female,young,high,high,high,high,high,home,281_22,477_306,negative,astonished,question,你卖谁了
31,31_023,31_023_009,吕子乔,male,young,low,high,high,high,low,home,0_0,0_0,negative,astonished,statement-non-opinion,才20岁
28,28_078,28_078_001,张伟,male,young,low,low,low,high,high,home,0_0,0_0,negative,astonished,question,哪儿有啊 我只是注意到你一个星期没有洗衣服
29,29_247,29_247_000,胡一菲,female,young,low,high,low,low,high,car,0_0,0_0,negative,astonished,statement-non-opinion,那你还这么肯定
29,29_297,29_297_000,陆展博,male,young,high,low,high,high,high,home,132_19,267_158,negative,astonished,question,怎么办
34,34_113,34_113_006,郑海潮,male,young,low,high,high,high,high,restaurant,0_0,0_0,negative,astonished,statement-opinion,你这快得有点夸张
27,27_163,27_163_000,胡一菲,female,young,low,high,low,low,high,home,0_0,0_0,negative,astonished,statement-opinion,这怎么可能
27,27_439,27_439_000,曾小贤,male,young,high,high,low,high,low,restaurant,303_38,550_329,negative,astonished,question,你还有男朋友
29,29_222,29_222_002,陆展博,male,young,high,low,high,high,high,home,295_39,494_219,negative,astonished,question,去哪儿
37,37_039,37_039_002,刘梅,female,middle-aged,high,high,low,high,high,home,0_0,0_0,negative,astonished,question,咱家钢琴呢
28,28_212,28_212_007,唐悠悠,female,young,high,high,high,high,high,home,441_59,558_207,negative,astonished,statement-non-opinion,据说还演过肥皂剧
27,27_223,27_223_000,关谷神奇,male,young,high,low,high,high,high,home,416_15,638_279,negative,astonished,question,是吗
31,31_118,31_118_002,陈美嘉,female,young,high,high,low,high,low,home,427_115,486_185,negative,astonished,question,你怎么回来了
28,28_268,28_268_017,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,248_64,369_226,negative,astonished,statement-non-opinion,我没想到读心术居然有教育意义
35,35_170,35_170_001,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,380_40,478_146,negative,astonished,question,你这孩子 怎么吓我一跳
30,30_273,30_273_004,张伟,male,young,low,low,low,high,high,home,0_0,0_0,negative,astonished,question,女性
34,34_297,34_297_000,邓小可母亲,female,elderly,high,high,low,high,high,home,422_53,583_241,negative,astonished,question,不 不带
27,27_377,27_377_001,林宛瑜,female,young,low,high,high,high,high,office,120_79,338_297,negative,astonished,question,律师 擅长离婚纠纷
34,34_344,34_344_005,邓小可母亲,female,elderly,high,high,low,high,high,outdoor,400_82,536_256,negative,astonished,question,国外也有这婆媳关系
37,37_096,37_096_000,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,outdoor,103_5,280_203,negative,depress,answer,我特烦
29,29_272,29_272_000,林宛瑜,female,young,low,high,high,high,high,home,144_53,348_285,negative,depress,answer,我也不知道
37,37_129,37_129_002,刘梅,female,middle-aged,high,high,low,high,high,outdoor,294_52,477_297,negative,depress,statement-non-opinion,哪个角度看他也是一健康的孩子
27,27_176,27_176_004,吕子乔,male,young,low,high,high,high,low,restaurant,195_49,382_327,negative,depress,statement-non-opinion,我是一个很传统的人
27,27_263,27_263_012,曾小贤,male,young,high,high,low,high,low,home,202_36,485_307,negative,depress,statement-opinion,我巴不得替你
29,29_204,29_204_005,胡一菲,female,young,low,high,low,low,high,home,268_24,397_160,negative,depress,statement-non-opinion,妈我都在这好几年了
29,29_245,29_245_003,胡一菲,female,young,low,high,low,low,high,car,0_0,0_0,negative,depress,statement-non-opinion,star
28,28_053,28_053_003,唐悠悠,female,young,high,high,high,high,high,home,200_23,344_197,negative,depress,statement-non-opinion,还吃了过期的巧克力
30,30_114,30_114_009,陆展博,male,young,high,low,high,high,high,home,478_80,552_190,negative,depress,question,帮我个忙行吗
28,28_275,28_275_001,曾小贤,male,young,high,high,low,high,low,office,311_47,473_249,negative,depress,question,什么奇迹
30,30_064,30_064_014,胡一菲,female,young,low,high,low,low,high,other-venue,366_18,579_263,negative,depress,statement-opinion,我是说生活就应该豁达一点嘛
28,28_194,28_194_007,秦羽墨,female,young,high,high,high,high,high,home,0_0,0_0,negative,depress,statement-opinion,你带我去哪
35,35_184,35_184_000,胡一统,male,middle-aged,high,high,low,low,low,home,282_38,412_198,negative,depress,statement-opinion,我还想问你
36,36_011,36_011_007,刘星,male,teenager,high,high,high,high,low,home,315_41,466_240,negative,depress,statement-opinion,我正有一肚子委屈没地儿倾诉
37,37_091,37_091_003,刘星,male,teenager,high,high,high,high,low,home,0_0,0_0,negative,depress,answer,看书呢 学习 
29,29_378,29_378_001,胡一菲,female,young,low,high,low,low,high,outdoor,442_67,567_163,negative,depress,statement-non-opinion,废话
31,31_047,31_047_004,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,220_121,283_194,negative,depress,statement-opinion,现在这个市场 行不通
35,35_202,35_202_003,刘星,male,teenager,high,high,high,high,low,home,272_42,456_246,negative,depress,acknowledge,行
29,29_092,29_092_003,曾小贤,male,young,high,high,low,high,low,home,250_37,352_165,negative,depress,statement-non-opinion,皇上不急
36,36_165,36_165_002,夏东海,male,middle-aged,low,high,high,high,high,home,278_33,439_226,negative,depress,statement-opinion,我现在整个一生活在刘梅的白色恐怖之下
30,30_002,30_002_003,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,outdoor,253_52,413_252,negative,depress,statement-non-opinion,你还没付钱
35,35_203,35_203_008,刘星,male,teenager,high,high,high,high,low,home,0_0,0_0,negative,depress,answer,不是不识货吗
27,27_224,27_224_006,曾小贤,male,young,high,high,low,high,low,office,200_33,376_197,negative,depress,statement-opinion,也不能所有的电话都不接进来
37,37_072,37_072_014,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,265_45,409_270,negative,depress,statement-opinion,可在没找着之前
28,28_239,28_239_000,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,entertainment-venue,408_3,613_153,negative,depress,question,你们不是好姐妹吗
27,27_537,27_537_008,陈美嘉,female,young,high,high,low,high,low,home,250_31,448_233,negative,depress,statement-non-opinion,就你，光天化日之下
30,30_122,30_122_005,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,448_26,574_174,negative,depress,statement-opinion,我不是让你脱衣服
28,28_195,28_195_000,唐悠悠,female,young,high,high,high,high,high,home,0_0,0_0,negative,depress,statement-opinion,去超市买冰淇淋
27,27_310,27_310_007,吕子乔,male,young,low,high,high,high,low,home,168_32,349_239,negative,depress,question,上次不是演戏吗
37,37_170,37_170_000,刘星,male,teenager,high,high,high,high,low,home,208_113,358_284,negative,depress,statement-non-opinion,这可是JJ啊
27,27_250,27_250_000,陆展博,female,young,high,low,high,high,high,home,255_49,457_271,negative,depress,statement-non-opinion,我一不缺锌
28,28_238,28_238_002,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,entertainment-venue,343_26,492_237,negative,depress,statement-non-opinion,好了我还是送你回家
30,30_190,30_190_000,胡一菲,female,young,low,high,low,low,high,outdoor,0_0,0_0,negative,depress,question,找他
34,34_301,34_301_003,邓小可,female,young,low,high,high,high,high,home,458_82,519_154,negative,depress,statement-non-opinion,妈 我不喝汤
37,37_059,37_059_002,夏雨,male,teenager,high,low,high,high,low,home,306_38,447_237,negative,depress,statement-opinion,所以就成不了了
27,27_342,27_342_010,吕子乔,male,young,low,high,high,high,low,home,281_22,568_340,negative,depress,statement-non-opinion,虐待我
28,28_022,28_022_002,唐悠悠,female,young,high,high,high,high,high,home,500_58,663_280,negative,depress,agreement,太同意了
27,27_381,27_381_003,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,office,153_73,409_263,negative,depress,question,Ok
36,36_118,36_118_007,刘梅,female,middle-aged,high,high,low,high,high,home,213_47,322_207,negative,depress,statement-opinion,多不好
35,35_029,35_029_008,夏东海,male,middle-aged,low,high,high,high,high,home,401_45,548_231,negative,depress,statement-opinion,我现在就去找他谈
35,35_083,35_083_005,刘星,male,teenager,high,high,high,high,low,home,224_44,426_298,negative,depress,statement-opinion,可是现在让他打我还真难
29,29_093,29_093_011,曾小贤,male,young,high,high,low,high,low,home,230_26,452_319,negative,depress,statement-non-opinion,你根本就没玩过愤怒的小鸟
28,28_154,28_154_004,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,restaurant,0_0,0_0,negative,depress,statement-opinion,你知道我跟云云谈了都有5年多了
27,27_226,27_226_002,曾小贤,male,young,high,high,low,high,low,office,318_38,547_310,negative,depress,statement-opinion,这就属于严重的反人类
35,35_180,35_180_009,刘梅,female,middle-aged,high,high,low,high,high,home,314_38,514_241,negative,depress,statement-non-opinion,反正我们领导说让我先在家歇几天
30,30_115,30_115_022,陆展博,male,young,high,low,high,high,high,home,437_40,571_208,negative,depress,statement-opinion,我想 也该轮到我了
29,29_437,29_437_004,唐悠悠,female,young,high,high,high,high,high,home,156_29,297_191,negative,depress,conventional-closing,医生你好
29,29_370,29_370_002,吕子乔,male,young,low,high,high,high,low,outdoor,368_192,401_231,negative,depress,statement-non-opinion,这是我借来的
35,35_004,35_004_004,夏雨,male,teenager,high,low,high,high,low,home,360_21,546_238,negative,depress,question,为什么蚊子只咬我不咬刘星
37,37_217,37_217_006,刘星,male,teenager,high,high,high,high,low,home,302_44,508_296,negative,depress,statement-non-opinion,而且还把我这么纯洁这么善良的心给想歪了
28,28_019,28_019_006,吕子乔,male,young,low,high,high,high,low,home,433_17,625_247,negative,depress,acknowledge,知道了
29,29_078,29_078_002,关谷神奇,male,young,high,low,high,high,high,home,415_72,656_324,negative,depress,statement-non-opinion,他是个人
37,37_117,37_117_001,夏雨,male,teenager,high,low,high,high,low,home,322_53,492_235,negative,depress,statement-non-opinion,拿来吧
